Denver International Airport,Portland International Airport,1595.493266
Denver International Airport,Philadelphia International Airport,2506.64071
Denver International Airport,Phoenix Sky Harbor International Airport,968.5010513
Denver International Airport,Pittsburgh International Airport,2076.159719
Denver International Airport,Raleigh Durham International Airport,2311.611659
Denver International Airport,Reno Tahoe International Airport,1294.096839
Denver International Airport,San Diego International Airport,1372.475615
Denver International Airport,San Antonio International Airport,1278.0935
Denver International Airport,Louisville International Standiford Field,1647.556684
Denver International Airport,Seattle Tacoma International Airport,1648.013625
Denver International Airport,San Francisco International Airport,1556.391964
Denver International Airport,Norman Y. Mineta San Jose International Airport,1525.812348
Denver International Airport,Salt Lake City International Airport,629.1093156
Denver International Airport,Sacramento International Airport,1463.310744
Denver International Airport,John Wayne Airport-Orange County Airport,1361.344407
Denver International Airport,St Louis Lambert International Airport,1238.507729
Denver International Airport,Tampa International Airport,2424.433441
Denver International Airport,Tulsa International Airport,871.3193174
Denver International Airport,Tucson International Airport,1027.987814
Dallas Fort Worth International Airport,Southwest Florida International Airport,1635.901778
Des Moines International Airport,McCarran International Airport,1956.190023
Des Moines International Airport,Chicago Midway International Airport,493.0012938
Detroit Metropolitan Wayne County Airport,Hartsfield Jackson Atlanta International Airport,956.5183454
Detroit Metropolitan Wayne County Airport,Nashville International Airport,734.2478934
Detroit Metropolitan Wayne County Airport,Baltimore/Washington International Thurgood Marshall Airport,657.7399969
Detroit Metropolitan Wayne County Airport,Denver International Airport,1806.779069
Detroit Metropolitan Wayne County Airport,McCarran International Airport,2814.248172
Detroit Metropolitan Wayne County Airport,Chicago Midway International Airport,367.4869925
Detroit Metropolitan Wayne County Airport,Phoenix Sky Harbor International Airport,2688.880881
Detroit Metropolitan Wayne County Airport,St Louis Lambert International Airport,708.077632
Northwest Florida Beaches International Airport,Nashville International Airport,644.9159749
Northwest Florida Beaches International Airport,Baltimore/Washington International Thurgood Marshall Airport,1285.039069
Northwest Florida Beaches International Airport,William P Hobby Airport,918.1373099
Northwest Florida Beaches International Airport,St Louis Lambert International Airport,1020.821349
El Paso International Airport,Austin Bergstrom International Airport,850.392478
El Paso International Airport,Dallas Love Field,904.0117105
El Paso International Airport,William P Hobby Airport,1089.157962
El Paso International Airport,McCarran International Airport,938.8438494
El Paso International Airport,Los Angeles International Airport,1149.720735
El Paso International Airport,Phoenix Sky Harbor International Airport,558.6013082
El Paso International Airport,San Antonio International Airport,798.4200573
Newark Liberty International Airport,Austin Bergstrom International Airport,2419.832774
Newark Liberty International Airport,Nashville International Airport,1203.024344
Newark Liberty International Airport,Denver International Airport,2582.894569
Newark Liberty International Airport,William P Hobby Airport,2271.119674
Newark Liberty International Airport,Chicago Midway International Airport,1143.969498
Newark Liberty International Airport,Louis Armstrong New Orleans International Airport,1878.27563
Newark Liberty International Airport,Phoenix Sky Harbor International Airport,3432.559469
Newark Liberty International Airport,St Louis Lambert International Airport,1403.700832
Key West International Airport,Orlando International Airport,431.4887411
Key West International Airport,Louis Armstrong New Orleans International Airport,1034.316923
Key West International Airport,Tampa International Airport,386.6401756
Fort Lauderdale Hollywood International Airport,Albany International Airport,1938.313167
Fort Lauderdale Hollywood International Airport,Albany International Airport,1938.313167
Fort Lauderdale Hollywood International Airport,Albany International Airport,1938.313167
Fort Lauderdale Hollywood International Airport,Hartsfield Jackson Atlanta International Airport,934.4586675
Fort Lauderdale Hollywood International Airport,Austin Bergstrom International Airport,1778.371258
Fort Lauderdale Hollywood International Airport,Bradley International Airport,1888.435509
Fort Lauderdale Hollywood International Airport,Nashville International Airport,1275.720968
Fort Lauderdale Hollywood International Airport,Buffalo Niagara International Airport,1875.693725
Fort Lauderdale Hollywood International Airport,Baltimore/Washington International Thurgood Marshall Airport,1489.085233
Fort Lauderdale Hollywood International Airport,John Glenn Columbus International Airport,1565.248033
Fort Lauderdale Hollywood International Airport,John Glenn Columbus International Airport,1565.248033
Fort Lauderdale Hollywood International Airport,John Glenn Columbus International Airport,1565.248033
Fort Lauderdale Hollywood International Airport,Denver International Airport,2740.779761
Fort Lauderdale Hollywood International Airport,William P Hobby Airport,1540.140085
Fort Lauderdale Hollywood International Airport,Indianapolis International Airport,1617.575381
Fort Lauderdale Hollywood International Airport,Long Island Mac Arthur Airport,1758.124274
Fort Lauderdale Hollywood International Airport,Jacksonville International Airport,512.6121098
Fort Lauderdale Hollywood International Airport,Jacksonville International Airport,512.6121098
Fort Lauderdale Hollywood International Airport,McCarran International Airport,3497.390662
Fort Lauderdale Hollywood International Airport,Kansas City International Airport,1998.614294
Fort Lauderdale Hollywood International Airport,Chicago Midway International Airport,1877.288137
Fort Lauderdale Hollywood International Airport,General Mitchell International Airport,2000.210838
Fort Lauderdale Hollywood International Airport,Louis Armstrong New Orleans International Airport,1083.928347
Fort Lauderdale Hollywood International Airport,Philadelphia International Airport,1597.083106
Fort Lauderdale Hollywood International Airport,Phoenix Sky Harbor International Airport,3174.009658
Fort Lauderdale Hollywood International Airport,Pittsburgh International Airport,1599.244499
Fort Lauderdale Hollywood International Airport,Theodore Francis Green State Airport,1913.026293
Fort Lauderdale Hollywood International Airport,Raleigh Durham International Airport,1094.83933
Fort Lauderdale Hollywood International Airport,St Louis Lambert International Airport,1700.23485
Fort Lauderdale Hollywood International Airport,Tampa International Airport,316.6216572
Bishop International Airport,Baltimore/Washington International Thurgood Marshall Airport,728.1108123
Bishop International Airport,McCarran International Airport,2788.579875
Bishop International Airport,Orlando International Airport,1627.623963
Bishop International Airport,Tampa International Airport,1666.721464
Spokane International Airport,Boise Air Terminal/Gowen Field,462.1846909
Spokane International Airport,Denver International Airport,1344.63111
Spokane International Airport,McCarran International Airport,1296.734086
Spokane International Airport,Metropolitan Oakland International Airport,1164.217301
Spokane International Airport,Phoenix Sky Harbor International Airport,1642.157511
Gerald R. Ford International Airport,Baltimore/Washington International Thurgood Marshall Airport,850.1412306
Gerald R. Ford International Airport,Denver International Airport,1633.030039
Gerald R. Ford International Airport,Orlando International Airport,1647.620922
Gerald R. Ford International Airport,St Louis Lambert International Airport,614.4378518
Gerald R. Ford International Airport,Tampa International Airport,1675.571218
Greenville Spartanburg International Airport,Nashville International Airport,426.8432434
Greenville Spartanburg International Airport,Nashville International Airport,426.8432434
Greenville Spartanburg International Airport,Baltimore/Washington International Thurgood Marshall Airport,684.8954158
Greenville Spartanburg International Airport,Baltimore/Washington International Thurgood Marshall Airport,684.8954158
Greenville Spartanburg International Airport,William P Hobby Airport,1359.690863
Greenville Spartanburg International Airport,William P Hobby Airport,1359.690863
Greenville Spartanburg International Airport,Chicago Midway International Airport,904.5067418
Greenville Spartanburg International Airport,Chicago Midway International Airport,904.5067418
William P Hobby Airport,Albuquerque International Sunport,1221.739474
William P Hobby Airport,Hartsfield Jackson Atlanta International Airport,1119.609986
William P Hobby Airport,Austin Bergstrom International Airport,238.7664658
William P Hobby Airport,Birmingham-Shuttlesworth International Airport,917.7896618
William P Hobby Airport,Branson Airport,787.9736829
William P Hobby Airport,Nashville International Airport,1078.011644
William P Hobby Airport,General Edward Lawrence Logan International Airport,2589.415531
William P Hobby Airport,Baltimore/Washington International Thurgood Marshall Airport,2005.152165
William P Hobby Airport,Charleston Air Force Base-International Airport,1493.81613
William P Hobby Airport,Charleston Air Force Base-International Airport,1493.81613
William P Hobby Airport,Charlotte Douglas International Airport,1480.976237
William P Hobby Airport,Corpus Christi International Airport,300.5436528
William P Hobby Airport,Dallas Love Field,385.2932411
William P Hobby Airport,Ronald Reagan Washington National Airport,1960.659988
William P Hobby Airport,Denver International Airport,1420.917085
William P Hobby Airport,Northwest Florida Beaches International Airport,918.1373099
William P Hobby Airport,El Paso International Airport,1089.157962
William P Hobby Airport,Newark Liberty International Airport,2271.119674
William P Hobby Airport,Fort Lauderdale Hollywood International Airport,1540.140085
William P Hobby Airport,Greenville Spartanburg International Airport,1359.690863
William P Hobby Airport,Greenville Spartanburg International Airport,1359.690863
William P Hobby Airport,Valley International Airport,444.9818146
William P Hobby Airport,Indianapolis International Airport,1386.224234
William P Hobby Airport,Jackson-Medgar Wiley Evers International Airport,578.1395583
William P Hobby Airport,Jackson-Medgar Wiley Evers International Airport,578.1395583
William P Hobby Airport,Jackson-Medgar Wiley Evers International Airport,578.1395583
William P Hobby Airport,Jacksonville International Airport,1313.003828
William P Hobby Airport,Jacksonville International Airport,1313.003828
William P Hobby Airport,McCarran International Airport,1987.621392
William P Hobby Airport,Los Angeles International Airport,2236.474063
William P Hobby Airport,La Guardia Airport,2297.728389
William P Hobby Airport,Bill & Hillary Clinton National Airport/Adams Field,632.9941012
William P Hobby Airport,Midland International Airport,709.6748607
William P Hobby Airport,Midland International Airport,709.6748607
William P Hobby Airport,Kansas City International Airport,1071.987217
William P Hobby Airport,Orlando International Airport,1366.537468
William P Hobby Airport,Chicago Midway International Airport,1507.887626
William P Hobby Airport,Memphis International Airport,779.0232711
William P Hobby Airport,Louis Armstrong New Orleans International Airport,486.813349
William P Hobby Airport,Metropolitan Oakland International Airport,2642.635735
William P Hobby Airport,Will Rogers World Airport,673.6289094
William P Hobby Airport,Phoenix Sky Harbor International Airport,1641.505403
William P Hobby Airport,Pittsburgh International Airport,1820.376481
William P Hobby Airport,Pensacola Regional Airport,785.534866
William P Hobby Airport,Raleigh Durham International Airport,1689.83077
William P Hobby Airport,San Diego International Airport,2112.40681
William P Hobby Airport,San Antonio International Airport,309.3754024
William P Hobby Airport,John Wayne Airport-Orange County Airport,2183.741282
William P Hobby Airport,St Louis Lambert International Airport,1106.049186
William P Hobby Airport,Tampa International Airport,1257.201584
William P Hobby Airport,Tulsa International Airport,728.976011
Valley International Airport,Austin Bergstrom International Airport,439.5270739
Valley International Airport,Dallas Love Field,737.7451255
Valley International Airport,William P Hobby Airport,444.9818146
Valley International Airport,San Antonio International Airport,374.9676045
Washington Dulles International Airport,Denver International Airport,2337.441955
Washington Dulles International Airport,Chicago Midway International Airport,929.0078627
Wichita Eisenhower National Airport,Dallas Love Field,535.4644483
Wichita Eisenhower National Airport,McCarran International Airport,1587.150483
Wichita Eisenhower National Airport,Chicago Midway International Airport,947.789449
Indianapolis International Airport,Hartsfield Jackson Atlanta International Airport,695.0407045
Indianapolis International Airport,Baltimore/Washington International Thurgood Marshall Airport,830.3894723
Indianapolis International Airport,Denver International Airport,1571.528417
Indianapolis International Airport,Fort Lauderdale Hollywood International Airport,1617.575381
Indianapolis International Airport,William P Hobby Airport,1386.224234
Indianapolis International Airport,McCarran International Airport,2558.683747
Indianapolis International Airport,Kansas City International Airport,725.3416041
Indianapolis International Airport,Orlando International Airport,1333.370117
Indianapolis International Airport,Phoenix Sky Harbor International Airport,2395.505569
Indianapolis International Airport,Southwest Florida International Airport,1521.428617
Indianapolis International Airport,Tampa International Airport,1347.754923
Long Island Mac Arthur Airport,Baltimore/Washington International Thurgood Marshall Airport,353.8273089
Long Island Mac Arthur Airport,Fort Lauderdale Hollywood International Airport,1758.124274
Long Island Mac Arthur Airport,Orlando International Airport,1563.008171
Long Island Mac Arthur Airport,Palm Beach International Airport,1692.698991
Long Island Mac Arthur Airport,Tampa International Airport,1663.379311
Jackson-Medgar Wiley Evers International Airport,William P Hobby Airport,578.1395583
Jackson-Medgar Wiley Evers International Airport,William P Hobby Airport,578.1395583
Jackson-Medgar Wiley Evers International Airport,William P Hobby Airport,578.1395583
Jackson-Medgar Wiley Evers International Airport,Orlando International Airport,945.763488
Jackson-Medgar Wiley Evers International Airport,Orlando International Airport,945.763488
Jackson-Medgar Wiley Evers International Airport,Orlando International Airport,945.763488
Jackson-Medgar Wiley Evers International Airport,Chicago Midway International Airport,1071.502814
Jackson-Medgar Wiley Evers International Airport,Chicago Midway International Airport,1071.502814
Jackson-Medgar Wiley Evers International Airport,Chicago Midway International Airport,1071.502814
Jacksonville International Airport,Hartsfield Jackson Atlanta International Airport,433.9881364
Jacksonville International Airport,Hartsfield Jackson Atlanta International Airport,433.9881364
Jacksonville International Airport,Nashville International Airport,778.1334751
Jacksonville International Airport,Nashville International Airport,778.1334751
Jacksonville International Airport,Baltimore/Washington International Thurgood Marshall Airport,1066.453224
Jacksonville International Airport,Baltimore/Washington International Thurgood Marshall Airport,1066.453224
Jacksonville International Airport,Denver International Airport,2328.015503
Jacksonville International Airport,Denver International Airport,2328.015503
Jacksonville International Airport,Fort Lauderdale Hollywood International Airport,512.6121098
Jacksonville International Airport,Fort Lauderdale Hollywood International Airport,512.6121098
Jacksonville International Airport,William P Hobby Airport,1313.003828
Jacksonville International Airport,William P Hobby Airport,1313.003828
Jacksonville International Airport,McCarran International Airport,3161.936155
Jacksonville International Airport,McCarran International Airport,3161.936155
Jacksonville International Airport,Chicago Midway International Airport,1365.751172
Jacksonville International Airport,Chicago Midway International Airport,1365.751172
McCarran International Airport,Albuquerque International Sunport,782.8024471
McCarran International Airport,Albany International Airport,3599.775723
McCarran International Airport,Albany International Airport,3599.775723
McCarran International Airport,Albany International Airport,3599.775723
McCarran International Airport,Rick Husband Amarillo International Airport,1220.439329
McCarran International Airport,Hartsfield Jackson Atlanta International Airport,2810.925017
McCarran International Airport,Austin Bergstrom International Airport,1753.691227
McCarran International Airport,Bradley International Airport,3696.867098
McCarran International Airport,Birmingham-Shuttlesworth International Airport,2603.757784
McCarran International Airport,Nashville International Airport,2554.687011
McCarran International Airport,Boise Air Terminal/Gowen Field,836.0144126
McCarran International Airport,Buffalo Niagara International Airport,3196.626765
McCarran International Airport,Bob Hope Airport,358.9773457
McCarran International Airport,Baltimore/Washington International Thurgood Marshall Airport,3388.987034
McCarran International Airport,Cleveland Hopkins International Airport,2936.052925
McCarran International Airport,Cleveland Hopkins International Airport,2936.052925
McCarran International Airport,John Glenn Columbus International Airport,2849.31826
McCarran International Airport,John Glenn Columbus International Airport,2849.31826
McCarran International Airport,John Glenn Columbus International Airport,2849.31826
McCarran International Airport,Denver International Airport,1011.046677
McCarran International Airport,Des Moines International Airport,1956.190023
McCarran International Airport,Detroit Metropolitan Wayne County Airport,2814.248172
McCarran International Airport,El Paso International Airport,938.8438494
McCarran International Airport,Fort Lauderdale Hollywood International Airport,3497.390662
McCarran International Airport,Bishop International Airport,2788.579875
McCarran International Airport,Spokane International Airport,1296.734086
McCarran International Airport,William P Hobby Airport,1987.621392
McCarran International Airport,Wichita Eisenhower National Airport,1587.150483
McCarran International Airport,Indianapolis International Airport,2558.683747
McCarran International Airport,Jacksonville International Airport,3161.936155
McCarran International Airport,Jacksonville International Airport,3161.936155
McCarran International Airport,Los Angeles International Airport,380.1701148
McCarran International Airport,Lubbock Preston Smith International Airport,1246.714492
McCarran International Airport,Bill & Hillary Clinton National Airport/Adams Field,2083.233412
McCarran International Airport,Midland International Airport,1279.924261
McCarran International Airport,Midland International Airport,1279.924261
McCarran International Airport,Kansas City International Airport,1833.537156
McCarran International Airport,Orlando International Airport,3281.832188
McCarran International Airport,Chicago Midway International Airport,2447.185832
McCarran International Airport,General Mitchell International Airport,2452.058799
McCarran International Airport,Louis Armstrong New Orleans International Airport,2413.771757
McCarran International Airport,Metropolitan Oakland International Airport,655.6440815
McCarran International Airport,Will Rogers World Airport,1587.412342
McCarran International Airport,Eppley Airfield,1768.408417
McCarran International Airport,Ontario International Airport,316.7159749
McCarran International Airport,Portland International Airport,1227.297226
McCarran International Airport,Portland International Airport,1227.297226
McCarran International Airport,Philadelphia International Airport,3502.552846
McCarran International Airport,Phoenix Sky Harbor International Airport,410.8021258
McCarran International Airport,Pittsburgh International Airport,3073.61861
McCarran International Airport,Raleigh Durham International Airport,3260.227919
McCarran International Airport,Reno Tahoe International Airport,556.0142517
McCarran International Airport,San Diego International Airport,415.806046
McCarran International Airport,San Antonio International Airport,1719.617634
McCarran International Airport,Louisville International Standiford Field,2613.330828
McCarran International Airport,Seattle Tacoma International Airport,1394.464363
McCarran International Airport,San Francisco International Airport,666.2497829
McCarran International Airport,Norman Y. Mineta San Jose International Airport,621.773804
McCarran International Airport,Salt Lake City International Airport,591.459446
McCarran International Airport,Sacramento International Airport,639.6269095
McCarran International Airport,John Wayne Airport-Orange County Airport,364.3902004
McCarran International Airport,St Louis Lambert International Airport,2206.890442
McCarran International Airport,Tampa International Airport,3192.800627
McCarran International Airport,Tulsa International Airport,1731.034532
McCarran International Airport,Tucson International Airport,586.662586
Los Angeles International Airport,Albuquerque International Sunport,1089.899312
Los Angeles International Airport,Hartsfield Jackson Atlanta International Airport,3132.519452
Los Angeles International Airport,Austin Bergstrom International Airport,1998.048738
Los Angeles International Airport,Nashville International Airport,2892.651857
Los Angeles International Airport,Baltimore/Washington International Thurgood Marshall Airport,3748.157165
Los Angeles International Airport,Denver International Airport,1387.023784
Los Angeles International Airport,El Paso International Airport,1149.720735
Los Angeles International Airport,William P Hobby Airport,2236.474063
Los Angeles International Airport,McCarran International Airport,380.1701148
Los Angeles International Airport,Kansas City International Airport,2194.018817
Los Angeles International Airport,Chicago Midway International Airport,2817.100042
Los Angeles International Airport,General Mitchell International Airport,2825.93774
Los Angeles International Airport,Louis Armstrong New Orleans International Airport,2688.036203
Los Angeles International Airport,Metropolitan Oakland International Airport,542.5553442
Los Angeles International Airport,Phoenix Sky Harbor International Airport,595.6154637
Los Angeles International Airport,Reno Tahoe International Airport,628.4613534
Los Angeles International Airport,San Antonio International Airport,1948.029852
Los Angeles International Airport,San Francisco International Airport,543.0608952
Los Angeles International Airport,Norman Y. Mineta San Jose International Airport,495.5566708
Los Angeles International Airport,Salt Lake City International Airport,948.9632165
Los Angeles International Airport,Sacramento International Airport,599.7719745
Los Angeles International Airport,St Louis Lambert International Airport,2562.152778
Los Angeles International Airport,Tucson International Airport,726.1916812
Lubbock Preston Smith International Airport,Austin Bergstrom International Airport,549.6350048
Lubbock Preston Smith International Airport,Dallas Love Field,471.9485313
Lubbock Preston Smith International Airport,McCarran International Airport,1246.714492
La Guardia Airport,Hartsfield Jackson Atlanta International Airport,1225.550301
La Guardia Airport,Nashville International Airport,1229.746509
La Guardia Airport,Akron Canton Regional Airport,638.3308685
La Guardia Airport,Denver International Airport,2606.360544
La Guardia Airport,William P Hobby Airport,2297.728389
La Guardia Airport,Chicago Midway International Airport,1166.895477
La Guardia Airport,General Mitchell International Airport,1187.581872
La Guardia Airport,St Louis Lambert International Airport,1429.259036
Bill & Hillary Clinton National Airport/Adams Field,Baltimore/Washington International Thurgood Marshall Airport,1468.418708
Bill & Hillary Clinton National Airport/Adams Field,Dallas Love Field,476.6461207
Bill & Hillary Clinton National Airport/Adams Field,William P Hobby Airport,632.9941012
Bill & Hillary Clinton National Airport/Adams Field,McCarran International Airport,2083.233412
Bill & Hillary Clinton National Airport/Adams Field,Chicago Midway International Airport,875.3041622
Bill & Hillary Clinton National Airport/Adams Field,Phoenix Sky Harbor International Airport,1829.013012
Midland International Airport,Dallas Love Field,513.2146437
Midland International Airport,Dallas Love Field,513.2146437
Midland International Airport,William P Hobby Airport,709.6748607
Midland International Airport,William P Hobby Airport,709.6748607
Midland International Airport,McCarran International Airport,1279.924261
Midland International Airport,McCarran International Airport,1279.924261
Kansas City International Airport,Albuquerque International Sunport,1156.062011
Kansas City International Airport,Hartsfield Jackson Atlanta International Airport,1114.397401
Kansas City International Airport,Nashville International Airport,790.834045
Kansas City International Airport,General Edward Lawrence Logan International Airport,2021.7811
Kansas City International Airport,Baltimore/Washington International Thurgood Marshall Airport,1555.475927
Kansas City International Airport,Dallas Love Field,741.1389204
Kansas City International Airport,Ronald Reagan Washington National Airport,1527.977312
Kansas City International Airport,Denver International Airport,857.4793012
Kansas City International Airport,Fort Lauderdale Hollywood International Airport,1998.614294
Kansas City International Airport,William P Hobby Airport,1071.987217
Kansas City International Airport,Indianapolis International Airport,725.3416041
Kansas City International Airport,McCarran International Airport,1833.537156
Kansas City International Airport,Los Angeles International Airport,2194.018817
Kansas City International Airport,Orlando International Airport,1725.906879
Kansas City International Airport,Chicago Midway International Airport,650.9971744
Kansas City International Airport,General Mitchell International Airport,701.0815706
Kansas City International Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,632.4193924
Kansas City International Airport,Louis Armstrong New Orleans International Airport,1109.649271
Kansas City International Airport,Metropolitan Oakland International Airport,2396.333108
Kansas City International Airport,Portland International Airport,2384.32722
Kansas City International Airport,Portland International Airport,2384.32722
Kansas City International Airport,Phoenix Sky Harbor International Airport,1679.681277
Kansas City International Airport,San Diego International Airport,2146.084682
Kansas City International Airport,St Louis Lambert International Airport,381.0375488
Kansas City International Airport,Tampa International Airport,1686.111214
Orlando International Airport,Albany International Airport,1726.446138
Orlando International Airport,Albany International Airport,1726.446138
Orlando International Airport,Albany International Airport,1726.446138
Orlando International Airport,Hartsfield Jackson Atlanta International Airport,649.506606
Orlando International Airport,Austin Bergstrom International Airport,1599.960604
Orlando International Airport,Bradley International Airport,1690.027684
Orlando International Airport,Birmingham-Shuttlesworth International Airport,770.6456307
Orlando International Airport,Nashville International Airport,991.5266609
Orlando International Airport,Buffalo Niagara International Airport,1626.659108
Orlando International Airport,Baltimore/Washington International Thurgood Marshall Airport,1266.528403
Orlando International Airport,Charlotte Douglas International Airport,753.1007711
Orlando International Airport,John Glenn Columbus International Airport,1291.47461
Orlando International Airport,John Glenn Columbus International Airport,1291.47461
Orlando International Airport,John Glenn Columbus International Airport,1291.47461
Orlando International Airport,James M Cox Dayton International Airport,1300.424975
Orlando International Airport,Denver International Airport,2488.774863
Orlando International Airport,Key West International Airport,431.4887411
Orlando International Airport,Bishop International Airport,1627.623963
Orlando International Airport,Gerald R. Ford International Airport,1647.620922
Orlando International Airport,William P Hobby Airport,1366.537468
Orlando International Airport,Indianapolis International Airport,1333.370117
Orlando International Airport,Long Island Mac Arthur Airport,1563.008171
Orlando International Airport,Jackson-Medgar Wiley Evers International Airport,945.763488
Orlando International Airport,Jackson-Medgar Wiley Evers International Airport,945.763488
Orlando International Airport,Jackson-Medgar Wiley Evers International Airport,945.763488
Orlando International Airport,McCarran International Airport,3281.832188
Orlando International Airport,Kansas City International Airport,1725.906879
Orlando International Airport,Chicago Midway International Airport,1592.767754
Orlando International Airport,Memphis International Airport,1100.170563
Orlando International Airport,Manchester-Boston Regional Airport,1837.605668
Orlando International Airport,General Mitchell International Airport,1716.192817
Orlando International Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,2108.49246
Orlando International Airport,Louis Armstrong New Orleans International Airport,887.0415916
Orlando International Airport,Norfolk International Airport,1053.529824
Orlando International Airport,Philadelphia International Airport,1386.227462
Orlando International Airport,Phoenix Sky Harbor International Airport,2975.131924
Orlando International Airport,Pittsburgh International Airport,1341.69146
Orlando International Airport,Theodore Francis Green State Airport,1726.794361
Orlando International Airport,Raleigh Durham International Airport,859.3998857
Orlando International Airport,Richmond International Airport,1073.107228
Orlando International Airport,Greater Rochester International Airport,1662.276426
Orlando International Airport,Greater Rochester International Airport,1662.276426
Orlando International Airport,San Antonio International Airport,1675.376552
Orlando International Airport,Louisville International Standiford Field,1156.37916
Orlando International Airport,St Louis Lambert International Airport,1418.665999
Chicago Midway International Airport,Albuquerque International Sunport,1803.994262
Chicago Midway International Airport,Albany International Airport,1154.600969
Chicago Midway International Airport,Albany International Airport,1154.600969
Chicago Midway International Airport,Albany International Airport,1154.600969
Chicago Midway International Airport,Hartsfield Jackson Atlanta International Airport,950.5954838
Chicago Midway International Airport,Austin Bergstrom International Airport,1564.071203
Chicago Midway International Airport,Bradley International Airport,1249.682881
Chicago Midway International Airport,Birmingham-Shuttlesworth International Airport,916.912472
Chicago Midway International Airport,Branson Airport,749.2853722
Chicago Midway International Airport,Nashville International Airport,635.3535856
Chicago Midway International Airport,General Edward Lawrence Logan International Airport,1385.129638
Chicago Midway International Airport,Buffalo Niagara International Airport,753.6633024
Chicago Midway International Airport,Baltimore/Washington International Thurgood Marshall Airport,982.6969652
Chicago Midway International Airport,Charleston Air Force Base-International Airport,1198.773998
Chicago Midway International Airport,Charleston Air Force Base-International Airport,1198.773998
Chicago Midway International Airport,Cleveland Hopkins International Airport,493.7488239
Chicago Midway International Airport,Cleveland Hopkins International Airport,493.7488239
Chicago Midway International Airport,Charlotte Douglas International Airport,940.0866539
Chicago Midway International Airport,John Glenn Columbus International Airport,455.1000278
Chicago Midway International Airport,John Glenn Columbus International Airport,455.1000278
Chicago Midway International Airport,John Glenn Columbus International Airport,455.1000278
Chicago Midway International Airport,Denver International Airport,1440.89011
Chicago Midway International Airport,Des Moines International Airport,493.0012938
Chicago Midway International Airport,Detroit Metropolitan Wayne County Airport,367.4869925
Chicago Midway International Airport,Newark Liberty International Airport,1143.969498
Chicago Midway International Airport,Fort Lauderdale Hollywood International Airport,1877.288137
Chicago Midway International Airport,Greenville Spartanburg International Airport,904.5067418
Chicago Midway International Airport,Greenville Spartanburg International Airport,904.5067418
Chicago Midway International Airport,William P Hobby Airport,1507.887626
Chicago Midway International Airport,Washington Dulles International Airport,929.0078627
Chicago Midway International Airport,Wichita Eisenhower National Airport,947.789449
Chicago Midway International Airport,Jackson-Medgar Wiley Evers International Airport,1071.502814
Chicago Midway International Airport,Jackson-Medgar Wiley Evers International Airport,1071.502814
Chicago Midway International Airport,Jackson-Medgar Wiley Evers International Airport,1071.502814
Chicago Midway International Airport,Jacksonville International Airport,1365.751172
Chicago Midway International Airport,Jacksonville International Airport,1365.751172
Chicago Midway International Airport,McCarran International Airport,2447.185832
Chicago Midway International Airport,Los Angeles International Airport,2817.100042
Chicago Midway International Airport,La Guardia Airport,1166.895477
Chicago Midway International Airport,Bill & Hillary Clinton National Airport/Adams Field,875.3041622
Chicago Midway International Airport,Kansas City International Airport,650.9971744
Chicago Midway International Airport,Orlando International Airport,1592.767754
Chicago Midway International Airport,Memphis International Airport,773.2837628
Chicago Midway International Airport,Manchester-Boston Regional Airport,1348.10096
Chicago Midway International Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,561.0767501
Chicago Midway International Airport,Louis Armstrong New Orleans International Airport,1327.721813
Chicago Midway International Airport,Metropolitan Oakland International Airport,2967.968731
Chicago Midway International Airport,Will Rogers World Airport,1112.160731
Chicago Midway International Airport,Eppley Airfield,681.1889396
Chicago Midway International Airport,Ontario International Airport,2744.969416
Chicago Midway International Airport,Norfolk International Airport,1132.876291
Chicago Midway International Airport,Portland International Airport,2818.358904
Chicago Midway International Airport,Portland International Airport,2818.358904
Chicago Midway International Airport,Philadelphia International Airport,1075.514162
Chicago Midway International Airport,Phoenix Sky Harbor International Airport,2323.579099
Chicago Midway International Airport,Pittsburgh International Airport,647.2530761
Chicago Midway International Airport,Theodore Francis Green State Airport,1356.17082
Chicago Midway International Airport,Raleigh Durham International Airport,1016.906856
Chicago Midway International Airport,Reno Tahoe International Airport,2704.31211
Chicago Midway International Airport,Greater Rochester International Airport,841.7638598
Chicago Midway International Airport,Greater Rochester International Airport,841.7638598
Chicago Midway International Airport,Southwest Florida International Airport,1778.483187
Chicago Midway International Airport,San Diego International Airport,2780.966813
Chicago Midway International Airport,San Antonio International Airport,1667.261572
Chicago Midway International Airport,Louisville International Standiford Field,436.3992426
Chicago Midway International Airport,Seattle Tacoma International Airport,2789.403189
Chicago Midway International Airport,San Francisco International Airport,2984.593158
Chicago Midway International Airport,Norman Y. Mineta San Jose International Airport,2957.317267
Chicago Midway International Airport,Salt Lake City International Airport,2025.656627
Chicago Midway International Airport,Sacramento International Airport,2881.048421
Chicago Midway International Airport,St Louis Lambert International Airport,404.0783333
Chicago Midway International Airport,Tampa International Airport,1603.853913
Chicago Midway International Airport,Tulsa International Airport,938.1302702
Chicago Midway International Airport,Tucson International Airport,2317.062308
Memphis International Airport,Baltimore/Washington International Thurgood Marshall Airport,1267.169656
Memphis International Airport,William P Hobby Airport,779.0232711
Memphis International Airport,Orlando International Airport,1100.170563
Memphis International Airport,Chicago Midway International Airport,773.2837628
